Time Started : 2024-07-31 09:03:17.8276

00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BBC0FEA00: libcurl info message cache 1 (  Trying 100.28.187.180...)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BBC0FEA00: libcurl info message cache 2 (TCP_NODELAY set)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BBC0FEA00: libcurl info message cache 3 (Immediate connect fail for 100.28.187.180: Connection refused)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BBC0FEA00: libcurl info message cache 4 (  Trying 52.54.91.187...)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BBC0FEA00: libcurl info message cache 5 (TCP_NODELAY set)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BBC0FEA00: libcurl info message cache 6 (Immediate connect fail for 52.54.91.187: Connection refused)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BBC0FEA00: libcurl info message cache 7 (  Trying 54.81.51.17...)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BBC0FEA00: libcurl info message cache 8 (TCP_NODELAY set)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BBC0FEA00: libcurl info message cache 9 (Immediate connect fail for 54.81.51.17: Connection refused)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BBC0FEA00: libcurl info message cache 10 (  Trying 18.233.60.2...)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BBC0FEA00: libcurl info message cache 11 (TCP_NODELAY set)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BBC0FEA00: libcurl info message cache 12 (Immediate connect fail for 18.233.60.2: Connection refused)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BBC0FEA00: libcurl info message cache 13 (  Trying 34.225.220.202...)
